名称,種類,所在地,関連URL,写真,回収地区,回収日,回収品目,その他情報,コメント,経度,緯度
中央林間内山  34,総合,大和市中央林間8-23-19  リーフィアレジデンス中央林間,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,020-H-1,139.4537197,35.506215
南林間西北  26,総合,大和市南林間7-13-4  ルピナス南林間,,,回収地区3,A資源-毎月1・3回目月<BR>B資源-毎月2・4回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,044-A-10,139.441283,35.4884471
島津  9,総合,大和市深見東1-786-5  フラットヒル大和I,,,回収地区6,A資源-毎月2・4回目水<br>B資源-毎月1・3回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,078-B・C-9,139.468776,35.4755527
南林間南  13,総合,大和市南林間1-4-15  ベルドミューレセイワ,,,回収地区4,A資源-毎月2・4回目月<br>B資源-毎月1・3回目月<br>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,046-C-5,139.4512257,35.4911018
島津  8,総合,大和市深見西2-6-17　ルーチェ・ソラーレ,,,回収地区6,A資源-毎月2・4回目水<br>B資源-毎月1・3回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,078-A-8,139.4674675,35.4761328
大和東三丁目  13,総合,大和市大和東3-1-7  サンクレイドル大和中央通り,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,093-E-4,139.4657385,35.4687892
中央林間東  11,総合,大和市中央林間2-9-7  モアリッシェル中央林間,,,回収地区4,A資源-毎月2・4回目月<br>B資源-毎月1・3回目月<br>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,029-G-2,139.4489949,35.50139
南林間東南  21,総合,大和市林間1-3-25　ベルドミールセイワII,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,046-E-3・4,139.4525998,35.4916681
南林間東南  20,総合,大和市林間1-13-8  マートルコート南林間,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,047-A-4,139.4542434,35.4915584
西鶴間小田急  10,総合,大和市西鶴間4-12-36  ナイスパークステイツ鶴間,,,回収地区5,A資源-毎月1・3回目水<br>B資源-毎月2・4回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,063-F-4,139.4486589,35.4826929
文化  6,総合,大和市上草柳8-14-26-1,,,回収地区5,A資源-毎月1・3回目水<br>B資源-毎月2・4回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,074-G-1,139.4531256,35.4793937
中央林間内山  35,総合,大和市中央林間7-5-2  ソルスクエアメイツ中央林間,,,回収地区1,A資源-毎月1・3回目木<br>B資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,031-A-8,139.4550047,35.4991135
南林間東南  22,総合,大和市林間1-3  ラフィネノース・ラフィネサウス,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,046-D-3,139.4519354,35.4917204
大和東三丁目  14,総合,大和市深見西2-1-30  ルシェンテA～F,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,085-G-7,139.4669335,35.4721412
中央林間内山  36,総合,大和市中央林間7-5-1　クリオ中央林間,,,回収地区1,A資源-毎月1・3回目木<br>B資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,031-A-7,139.4549909,35.4993951
中央林間東  10,総合,大和市中央林間2-5-15　フェルキー中央林間,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,029-G-5,139.448924,35.4998254
中央二・三丁目  20,総合,大和市中央3-8-26  グランディール,,,回収地区7,A資源-毎月1・3回目火;br;B資源-毎月2・4回目火;br;容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,092-D-4,139.4604391,35.4689813
上福田  5,総合,大和市福田2-4-5  ル・コンフォール,,,回収地区9,A資源-毎月1・3回目金<br>B資源-毎月2・4回目金<br>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,集合住宅等の専用,130-B-5,139.4683605,35.4459809
公所  26,総合,大和市下鶴間518-1　ライオンズガーデンつきみ野,,,回収地区2,A資源-毎月2・4回目木<BR>B資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,012-H-3,139.4625985,35.509759
つきみ野  49,総合,大和市つきみ野2-2-4  グラツィアつきみ野　,,,回収地区2,A資源-毎月2・4回目木<BR>B資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,033-C-1,139.4643561,35.5017589
つきみ野  241,小規模,大和市つきみ野1-6-5,,,回収地区2,A資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,集合住宅等の専用,032-C-3･4、B資源の回収はありません,139.4599315,35.5004895
つきみ野  242,総合,大和市つきみ野1-15-6  ミレニアムレジデンスつきみ野,,,回収地区2,A資源-毎月2・4回目木<BR>B資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,033-B-5,139.464086,35.5001246
南林間南  14,総合,大和市西鶴間1-13-2  日神パレステージ南林間,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,046-C-9,139.4512948,35.489303
山王原  24,総合,大和市下鶴間2780-11  斉藤美喜雄宅前,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,048-A-10,139.4592174,35.4886173
南林間南  15,総合,大和市南林間1-11-21  プレシス南林間,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,046-A-6,139.4502314,35.490398
上和田  22,総合,大和市上和田2733-5  SUI-MI大和南,,,回収地区10,A資源-毎月2・4回目金<BR>B資源-毎月1・3回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,集合住宅等の専用,144-H-3,139.4715952,35.4377662
鶴間二丁目  8,総合,大和市鶴間2-8-21  シティテラス南林間,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,047-A-9,139.4548611,35.4890406
中央林間東  12,総合,大和市中央林間2-21-12  ナイスエスアリーナ中央林間,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,030-E-6,139.4521872,35.4994064
下和田  7,小規模,大和市下和田802-1,,,回収地区10,A資源-毎月2・4回目金<BR>容器包装プラ-毎週土,A資源、容器包装プラ,集合住宅等の専用,166-D-5、B資源の回収はありません,139.4698779,35.4232563
高等町第一  36,総合,大和市渋谷7-1-6　佐藤ビル,,,回収地区10,A資源-毎月2・4回目金<BR>B資源-毎月1・3回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,集合住宅等の専用,160-D-1,139.4692268,35.4294561
ダイアパレス大和駅前  1,総合,大和市大和南1-6-13　ダイアパレス大和駅前,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,103-H-1,139.4670674,35.4656511
高等町第二  37,総合,大和市渋谷7-16-2　コントウィスタ,,,回収地区10,A資源-毎月2・4回目金<BR>B資源-毎月1・3回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,集合住宅等の専用,160-F-8,139.4703575,35.4264053
南林間西南  49,総合,大和市南林間6-22-18  クレールコート,,,回収地区3,A資源-毎月1・3回目月<BR>B資源-毎月2・4回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,054-A-1,139.441149,35.4879844
大和東三丁目  15,総合,大和市大和東3-14-18　大和パークホームズ,,,回収地区8,A資源-毎月2・4回目火;br;B資源-毎月1・3回目火;br;容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,085-H-9,139.4668638,35.4708711
公所  28,総合,大和市下鶴間528-1　グレースつきみ野第2,,,回収地区2,A資源-毎月2・4回目木;br;B資源-毎月1・3回目木;br;容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,012-H-7,139.4627861,35.5081791
つきみ野  243,総合,大和市つきみ野1-1-8　デュオヒルズ中央林間,,,回収地区2,A資源-毎月2・4回目木<br>B資源-毎月1・3回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,032-A-7,139.4587944,35.4990625
大和東二丁目  6,総合,大和市深見西1-1-17  グローリア初穂大和,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,084-H-5,139.4628986,35.472678
公所  29,総合,大和市下鶴間640-2　つきみ野ガーデニアII,,,回収地区2,A資源-毎月2・4回目木<BR>B資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,013-D-9,139.4648223,35.5070836
南林間西北  28,総合,大和市南林間7-1-10  ライオンズガーデン南林間,,,回収地区3,A資源-毎月1・3回目月<br>B資源-毎月2・4回目月<br>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,044-F-7,139.4438749,35.4900235
公所  30,総合,大和市下鶴間6-1　ソルフィエスタつきみ野レジデンステラス,,,回収地区2,A資源-毎月2・4回目木<BR>B資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,005-H-3,139.4583922,35.5146909
つきみ野  244,総合,大和市つきみ野7-19-55  コンフォルシアつきみ野,,,回収地区2,A資源-毎月2・4回目木<br>B資源-毎月1・3回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,006-A-6,139.4588848,35.5127061
公所  31,総合,大和市下鶴間36-2　ソルフィエスタつきみ野レジデンスタワー,,,回収地区2,A資源-毎月2・4回目木<BR>B資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,006-A-3,139.4584887,35.5139839
オハナ鶴間ガーデニア  １,総合,大和市下鶴間2-2-31 オハナ鶴間ガーデニア,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,059-Aｰ2,139.462912,35.4875772
大塚戸団地  3,総合,大和市深見3615-3  大塚戸団地4号棟,,,回収地区8,A資源-毎月2・4回目火<br>B資源-毎月1・3回目火<br>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,111-E-4,139.4746287,35.4600905
南林間南  16,総合,大和市西鶴間1-5-8  プレシス南林間グラーレ,,,回収地区4,A資源-毎月2・4回目月<br>B資源-毎月1・3回目月<br>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,056-E-1,139.4524519,35.4884357
シティテラス大和  1,総合,大和市深見西2-5-30  シティテラス大和エアーズコート,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,085-G-2,139.4667986,35.4744086
大和東三丁目  16,総合,大和市深見西2-4-10  西松建設（株）社宅,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,085-E-4,139.4653956,35.473468
島津  10,総合,大和市深見西4-8-20　リーファ大和,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,067-H-8,139.466987,35.480556
つきみ野  246,総合,大和市つきみ野2-5-2,,,回収地区2,A資源-毎月2・4回目木<br>B資源-毎月1・3回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,033-E-1,139.4653532,35.5018298
桜森  15,総合,大和市桜森2-11-5　ネオブロッサム,,,回収地区5,A資源-毎月1・3回目水<br>B資源-毎月2・4回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,088-C-8,139.4420263,35.4667851
南林間南  17,総合,大和市西鶴間1-6-15　ランドフォレスト南林間IV,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,046-F-9,139.4526105,35.4893418
島津  11,総合,大和市深見西4-530-1　グレイストトロ,,,回収地区6,A資源-毎月2・4回目水<br>B資源-毎月1・3回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,078-A-7,139.4674963,35.4763049
大和南第三  6,小規模,大和市大和南2-2-10  ライオンズシティ大和,,,回収地区8,A資源-毎月2・4回目火<br>容器包装プラ-毎週金,A資源、容器包装プラ,集合住宅等の専用,103-H-3、B資源の回収はありません,139.4671682,35.464657
